view,index,pred_psnr,pred_ssim,pred_rmse,pred_mae,fbp_psnr,fbp_ssim,fbp_rmse,fbp_mae
45,0,31.753408381266382,0.8759422964256721,0.02584220841526985,0.016008103266358376,13.683829276340129,0.1785148571375994,0.20692287385463715,0.15809710323810577
45,1,31.826004943221022,0.8733390713169407,0.02562711574137211,0.016047827899456024,13.57221538033653,0.17751070875798403,0.20959900319576263,0.1616377979516983
45,2,33.494451119468266,0.9144426290126061,0.02114839479327202,0.012767309322953224,14.04391223170656,0.14106522029877325,0.19852004945278168,0.15538322925567627
45,3,33.73892082335872,0.9117544112287506,0.02056146040558815,0.012613976374268532,13.918834943374092,0.18122225600764325,0.20139943063259125,0.1517055183649063
45,4,33.77756466709459,0.9176305612545392,0.020470185205340385,0.012388569302856922,14.026795602350788,0.1366225417830191,0.198911651968956,0.15578235685825348
45,5,32.73602831034008,0.8913430246505826,0.02307802252471447,0.014075609855353832,13.518594429055364,0.1479439454740004,0.21089695394039154,0.16855782270431519
45,6,33.44457075879883,0.8780461940183186,0.02127019502222538,0.014275887981057167,13.902573737030778,0.15373915168913693,0.20177684724330902,0.1579379141330719
45,7,32.91172319828567,0.9089002024740137,0.02261589653789997,0.013593561947345734,13.889172819388786,0.16042788483930873,0.2020883858203888,0.15319885313510895
45,8,32.43707592237777,0.8940668287439394,0.02388615347445011,0.014356881380081177,13.48149259967416,0.15083353796629903,0.2117997109889984,0.16854891180992126
45,9,32.660330266201726,0.9014875655749162,0.023280028253793716,0.013978086411952972,13.577362859714006,0.1493440583950441,0.2094748318195343,0.15991336107254028
45,10,32.72571183288513,0.9106966638490878,0.023105451837182045,0.013689925894141197,13.773976253821044,0.15256988567976573,0.20478643476963043,0.15485888719558716
45,11,31.99393275972493,0.8817613478443661,0.025136418640613556,0.015515672974288464,13.482332264404874,0.16015314903730177,0.21177926659584045,0.1683395653963089
45,12,32.86013516532369,0.8654236248301141,0.022750619798898697,0.015419675968587399,13.358630550492755,0.14250107546238688,0.21481691300868988,0.17699824273586273
45,13,32.68696096119192,0.8929420755186932,0.02320876531302929,0.014240528456866741,13.50164181530266,0.17253122655349779,0.21130894124507904,0.15990157425403595
45,14,31.87831889146604,0.8792443621430595,0.025473231449723244,0.01605950854718685,12.994181177425656,0.14067395493064422,0.22402213513851166,0.1784527748823166
