view,num_samples,pred_psnr,pred_ssim,pred_rmse,pred_mae,fbp_psnr,fbp_ssim,fbp_rmse,fbp_mae,avg_infer_time_sec,ckpt
45,200,32.40679833430388,0.8855000154462712,0.024054466653615235,0.014974782667122781,13.597677016912453,0.1552352439262525,0.20908164605498314,0.1639089746773243,0.25486467599868773,results_paper_S8/models/view_045/best_val_psnr.pth.tar
