view,num_samples,pred_psnr,pred_ssim,pred_rmse,pred_mae,fbp_psnr,fbp_ssim,fbp_rmse,fbp_mae,avg_infer_time_sec,ckpt
180,200,37.55442718762934,0.9329662391998896,0.013293138607405126,0.009359130971133708,16.169550343300084,0.32628635474521445,0.15596768721938134,0.12680960353463888,0.6464234256744384,results_paper_S2/final/best_epoch042_val37.532170.pth.tar
