sample_index,sparse_factor,method,psnr,ssim,checkpoint
42,2,redcnn,26.078298568725586,0.8363784551620483,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
43,2,redcnn,25.970977783203125,0.7974012494087219,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
44,2,redcnn,25.69858741760254,0.8310501575469971,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
45,2,redcnn,24.127830505371094,0.7932735681533813,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
46,2,redcnn,24.188045501708984,0.7852427363395691,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
47,2,redcnn,25.791217803955078,0.8289777040481567,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
48,2,redcnn,28.07311248779297,0.8164359331130981,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
49,2,redcnn,23.89937973022461,0.7882065773010254,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
50,2,redcnn,25.41795539855957,0.7937279939651489,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
51,2,redcnn,26.347679138183594,0.8033027648925781,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
52,2,redcnn,24.867422103881836,0.8177927732467651,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
53,2,redcnn,25.061492919921875,0.7968474626541138,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
54,2,redcnn,24.774044036865234,0.8226137161254883,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
55,2,redcnn,25.138935089111328,0.8079325556755066,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
56,2,redcnn,23.730857849121094,0.7744632959365845,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
57,2,redcnn,23.72542953491211,0.7913850545883179,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
58,2,redcnn,23.954221725463867,0.7975365519523621,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
59,2,redcnn,24.03002166748047,0.7554889917373657,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
60,2,redcnn,25.00243377685547,0.8016775846481323,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
61,2,redcnn,24.797697067260742,0.817509651184082,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
62,2,redcnn,26.923158645629883,0.8599458932876587,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
63,2,redcnn,25.33831787109375,0.8130112886428833,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
64,2,redcnn,24.94165802001953,0.8044867515563965,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
65,2,redcnn,26.82649803161621,0.8211168050765991,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
66,2,redcnn,27.97665786743164,0.812727153301239,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
67,2,redcnn,24.552099227905273,0.7919330596923828,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
68,2,redcnn,25.598726272583008,0.8005554676055908,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
69,2,redcnn,25.52433204650879,0.7939850091934204,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
70,2,redcnn,24.13560676574707,0.7998180389404297,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
71,2,redcnn,23.858993530273438,0.7904660701751709,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
72,2,redcnn,24.262149810791016,0.7851254940032959,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
73,2,redcnn,28.217761993408203,0.8145487308502197,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
74,2,redcnn,24.796104431152344,0.800398051738739,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
