"task","sparse_factor","slice_index","psnr","ssim"
"module_no_ct_S4","4","21","32.50286865234375","0.8582479953765869"
"module_no_ct_S4","4","22","31.620634078979492","0.870407223701477"
"module_no_ct_S4","4","23","27.494115829467773","0.7660481929779053"
"module_no_ct_S4","4","24","30.992229461669922","0.8497415781021118"
"module_no_ct_S4","4","25","31.28719711303711","0.8385961651802063"
"module_no_ct_S4","4","26","31.401460647583008","0.8630435466766357"
"module_no_ct_S4","4","27","31.05835723876953","0.826371431350708"
"module_no_ct_S4","4","28","31.63526725769043","0.8750735521316528"
"module_no_ct_S4","4","29","31.158042907714844","0.8638291358947754"
"module_no_ct_S4","4","30","33.24988555908203","0.8804080486297607"
"module_no_ct_S4","4","31","31.27515411376953","0.8497071266174316"
"module_no_ct_S4","4","32","31.567819595336914","0.8237780928611755"
"module_no_ct_S4","4","33","31.104642868041992","0.8332028985023499"
"module_no_ct_S4","4","34","28.291576385498047","0.806181788444519"
"module_no_ct_S4","4","35","30.311519622802734","0.8199089169502258"
"module_no_ct_S4","4","36","32.71352005004883","0.8826965689659119"
"module_no_ct_S4","4","37","32.08061218261719","0.8820677995681763"
"module_no_ct_S4","4","38","31.545154571533203","0.8669511675834656"
"module_no_ct_S4","4","39","30.828109741210938","0.8476753234863281"
"module_no_ct_S4","4","40","31.529056549072266","0.8207414150238037"
"module_no_ct_S4","4","41","30.97060775756836","0.8535717725753784"
"module_no_ct_S4","4","42","32.22142028808594","0.865146279335022"
"module_no_ct_S4","4","43","31.39883804321289","0.8716694712638855"
"module_no_ct_S4","4","44","32.95232391357422","0.8835489153862"
"module_no_ct_S4","4","45","28.821327209472656","0.81907057762146"
"module_no_ct_S4","4","46","30.829240798950195","0.8446269035339355"
"module_no_ct_S4","4","47","32.07232666015625","0.8627065420150757"
"module_no_ct_S4","4","48","32.64989471435547","0.8581597805023193"
"module_no_ct_S4","4","49","30.203588485717773","0.8432709574699402"
"module_no_ct_S4","4","50","31.675947189331055","0.8774262070655823"
"module_no_ct_S4","4","51","32.51313018798828","0.8632038235664368"
"module_no_ct_S4","4","52","30.78082847595215","0.8660097122192383"
"module_no_ct_S4","4","53","31.620161056518555","0.8311141133308411"
"module_no_ct_S4","4","54","32.159297943115234","0.88863205909729"
"module_no_ct_S4","4","55","31.90007781982422","0.8524376749992371"
"module_no_ct_S4","4","56","27.36170768737793","0.774029016494751"
"module_no_ct_S4","4","57","31.571378707885742","0.8659908175468445"
"module_no_ct_S4","4","58","32.00595474243164","0.8782443404197693"
"module_no_ct_S4","4","59","30.381019592285156","0.8108900785446167"
"module_no_ct_S4","4","60","31.59807586669922","0.8522626757621765"
"module_no_ct_S4","4","61","31.48312759399414","0.8705548644065857"
"module_no_ct_S4","4","62","33.22757339477539","0.8855887651443481"
"module_no_ct_S4","4","63","30.15863037109375","0.8373757600784302"
"module_no_ct_S4","4","64","31.55109405517578","0.8605670928955078"
"module_no_ct_S4","4","65","32.56520080566406","0.8826701045036316"
"module_no_ct_S4","4","66","32.400840759277344","0.852759599685669"
"module_no_ct_S4","4","67","27.311912536621094","0.7400043606758118"
"module_no_ct_S4","4","68","32.04277801513672","0.8794671297073364"
"module_no_ct_S4","4","69","31.65142059326172","0.8783400058746338"
"module_no_ct_S4","4","70","31.816492080688477","0.8771933317184448"
"module_no_ct_S4","4","71","31.35136604309082","0.8619475364685059"
"module_no_ct_S4","4","72","30.643360137939453","0.8300967216491699"
"module_no_ct_S4","4","73","32.752784729003906","0.8526326417922974"
"module_no_ct_S4","4","74","31.12990379333496","0.851958155632019"
"module_no_ct_S4","4","75","30.735347747802734","0.8381097316741943"
"module_no_ct_S4","4","76","32.430870056152344","0.8526641726493835"
"module_no_ct_S4","4","77","31.766475677490234","0.8714444041252136"
"module_no_ct_S4","4","78","28.573123931884766","0.8192917108535767"
"module_no_ct_S4","4","79","30.52606201171875","0.8211054801940918"
"module_no_ct_S4","4","80","31.328872680664062","0.8687107563018799"
"module_no_ct_S4","4","81","32.099464416503906","0.8628629446029663"
"module_no_ct_S4","4","82","32.2652587890625","0.8807533979415894"
"module_no_ct_S4","4","83","29.915359497070312","0.8205905556678772"
"module_no_ct_S4","4","84","32.39789581298828","0.8850730061531067"
"module_no_ct_S4","4","85","31.87289810180664","0.8716447353363037"
"module_no_ct_S4","4","86","32.61087417602539","0.8895683884620667"
"module_no_ct_S4","4","87","32.34889602661133","0.8562142848968506"
"module_no_ct_S4","4","88","32.497413635253906","0.8774711489677429"
"module_no_ct_S4","4","89","27.78383445739746","0.7735269665718079"
"module_no_ct_S4","4","90","30.67428207397461","0.8182822465896606"
"module_no_ct_S4","4","91","32.25947570800781","0.8581965565681458"
"module_no_ct_S4","4","92","32.07971954345703","0.8635828495025635"
"module_no_ct_S4","4","93","30.782339096069336","0.8363045454025269"
"module_no_ct_S4","4","94","32.44313049316406","0.8848212957382202"
"module_no_ct_S4","4","95","31.280017852783203","0.820202112197876"
"module_no_ct_S4","4","96","31.560461044311523","0.8628885746002197"
"module_no_ct_S4","4","97","31.24896240234375","0.8164573311805725"
"module_no_ct_S4","4","98","32.48112487792969","0.8862060904502869"
"module_no_ct_S4","4","99","31.13335609436035","0.8641766309738159"
"module_no_ct_S4","4","100","30.111499786376953","0.87395179271698"
"module_no_ct_S4","4","101","30.896270751953125","0.8469536304473877"
"module_no_ct_S4","4","102","32.000831604003906","0.8788619041442871"
"module_no_ct_S4","4","103","31.37835693359375","0.870486855506897"
"module_no_ct_S4","4","104","31.612272262573242","0.8649646043777466"
"module_no_ct_S4","4","105","32.1448860168457","0.8867174386978149"
"module_no_ct_S4","4","106","33.31492614746094","0.8852814435958862"
"module_no_ct_S4","4","107","32.40496826171875","0.8824025392532349"
"module_no_ct_S4","4","108","31.20365333557129","0.851710855960846"
"module_no_ct_S4","4","109","32.63720703125","0.8848165273666382"
"module_no_ct_S4","4","110","32.27249526977539","0.8844625949859619"
"module_no_ct_S4","4","111","28.917579650878906","0.8267431259155273"
"module_no_ct_S4","4","112","31.242998123168945","0.8444676399230957"
"module_no_ct_S4","4","113","32.80250930786133","0.9057157039642334"
"module_no_ct_S4","4","114","32.97666549682617","0.8891177773475647"
"module_no_ct_S4","4","115","31.438533782958984","0.8186976909637451"
"module_no_ct_S4","4","116","30.891935348510742","0.8012369871139526"
"module_no_ct_S4","4","117","30.987018585205078","0.8372759819030762"
"module_no_ct_S4","4","118","31.985393524169922","0.8711560964584351"
"module_no_ct_S4","4","119","31.8233699798584","0.815727710723877"
"module_no_ct_S4","4","120","31.31425666809082","0.8550961017608643"
"module_no_ct_S4","4","121","30.455699920654297","0.826978862285614"
"module_no_ct_S4","4","122","27.28881072998047","0.7743586301803589"
"module_no_ct_S4","4","123","31.609533309936523","0.8635987639427185"
"module_no_ct_S4","4","124","30.555404663085938","0.8451956510543823"
"module_no_ct_S4","4","125","30.92698097229004","0.798693835735321"
"module_no_ct_S4","4","126","31.33733558654785","0.8706923723220825"
"module_no_ct_S4","4","127","32.02154541015625","0.8853837251663208"
"module_no_ct_S4","4","128","31.69733238220215","0.8748432993888855"
"module_no_ct_S4","4","129","32.194190979003906","0.8569647073745728"
"module_no_ct_S4","4","130","31.423871994018555","0.8794792890548706"
"module_no_ct_S4","4","131","32.39704513549805","0.8897408843040466"
"module_no_ct_S4","4","132","32.23392868041992","0.8816716074943542"
"module_no_ct_S4","4","133","28.006227493286133","0.8070412278175354"
"module_no_ct_S4","4","134","31.6335506439209","0.859397292137146"
"module_no_ct_S4","4","135","30.485210418701172","0.8196069002151489"
"module_no_ct_S4","4","136","31.65349769592285","0.8397911787033081"
"module_no_ct_S4","4","137","30.854618072509766","0.8346383571624756"
"module_no_ct_S4","4","138","31.839981079101562","0.8358516693115234"
"module_no_ct_S4","4","139","32.16169738769531","0.8781850934028625"
"module_no_ct_S4","4","140","32.12974548339844","0.8804379105567932"
"module_no_ct_S4","4","141","31.888465881347656","0.8778473734855652"
"module_no_ct_S4","4","142","32.48848342895508","0.8578658103942871"
"module_no_ct_S4","4","143","30.995664596557617","0.8436381816864014"
"module_no_ct_S4","4","144","27.580556869506836","0.7478134632110596"
"module_no_ct_S4","4","145","31.81415557861328","0.8743261098861694"
"module_no_ct_S4","4","146","32.31500244140625","0.8818784952163696"
"module_no_ct_S4","4","147","32.79277038574219","0.8849930167198181"
"module_no_ct_S4","4","148","31.648618698120117","0.8646731972694397"
"module_no_ct_S4","4","149","32.20936584472656","0.888958215713501"
"module_no_ct_S4","4","150","31.045244216918945","0.8416152000427246"
"module_no_ct_S4","4","151","31.270099639892578","0.844868540763855"
"module_no_ct_S4","4","152","31.4028263092041","0.8136954307556152"
"module_no_ct_S4","4","153","31.920886993408203","0.8792949914932251"
"module_no_ct_S4","4","154","31.333171844482422","0.8255388140678406"
"module_no_ct_S4","4","155","27.559673309326172","0.7801113724708557"
"module_no_ct_S4","4","156","31.140071868896484","0.8552532196044922"
"module_no_ct_S4","4","157","31.741825103759766","0.8709688186645508"
"module_no_ct_S4","4","158","30.32597541809082","0.8306303024291992"
"module_no_ct_S4","4","159","31.524574279785156","0.868518590927124"
"module_no_ct_S4","4","160","31.832523345947266","0.862760066986084"
"module_no_ct_S4","4","161","30.66166114807129","0.8257416486740112"
"module_no_ct_S4","4","162","31.13478660583496","0.8563427925109863"
"module_no_ct_S4","4","163","32.34584426879883","0.893088698387146"
"module_no_ct_S4","4","164","31.796186447143555","0.8670810461044312"
"module_no_ct_S4","4","165","30.604137420654297","0.8364778161048889"
"module_no_ct_S4","4","166","27.440698623657227","0.7717273235321045"
"module_no_ct_S4","4","167","31.60478973388672","0.8760457038879395"
"module_no_ct_S4","4","168","31.495752334594727","0.8194695711135864"
"module_no_ct_S4","4","169","30.971681594848633","0.8556212782859802"
"module_no_ct_S4","4","170","30.06378936767578","0.8385591506958008"
"module_no_ct_S4","4","171","32.37386703491211","0.8807135820388794"
"module_no_ct_S4","4","172","31.249849319458008","0.8537247776985168"
"module_no_ct_S4","4","173","32.89244079589844","0.8524148464202881"
"module_no_ct_S4","4","174","31.497943878173828","0.8743856549263"
"module_no_ct_S4","4","175","31.63714599609375","0.8319002389907837"
"module_no_ct_S4","4","176","30.835247039794922","0.833614706993103"
"module_no_ct_S4","4","177","27.269704818725586","0.7494598627090454"
"module_no_ct_S4","4","178","31.843914031982422","0.8749257326126099"
"module_no_ct_S4","4","179","30.60856819152832","0.8354870676994324"
"module_no_ct_S4","4","180","31.489681243896484","0.8720214366912842"
"module_no_ct_S4","4","181","30.711305618286133","0.8155573606491089"
"module_no_ct_S4","4","182","31.250181198120117","0.85945063829422"
"module_no_ct_S4","4","183","31.57477378845215","0.8475578427314758"
"module_no_ct_S4","4","184","32.7228889465332","0.8576260209083557"
"module_no_ct_S4","4","185","30.832006454467773","0.8493130803108215"
"module_no_ct_S4","4","186","30.832115173339844","0.8502489328384399"
"module_no_ct_S4","4","187","30.759763717651367","0.8442240357398987"
"module_no_ct_S4","4","188","27.105722427368164","0.7455294132232666"
"module_no_ct_S4","4","189","30.846120834350586","0.8403655886650085"
"module_no_ct_S4","4","190","31.714553833007812","0.8537222146987915"
"module_no_ct_S4","4","191","30.79551887512207","0.8153843283653259"
"module_no_ct_S4","4","192","32.13800048828125","0.8822358846664429"
"module_no_ct_S4","4","193","31.5937442779541","0.8249168992042542"
"module_no_ct_S4","4","194","31.421810150146484","0.8286836743354797"
"module_no_ct_S4","4","195","32.12202453613281","0.8823001384735107"
"module_no_ct_S4","4","196","30.93103790283203","0.8524755835533142"
"module_no_ct_S4","4","197","30.51202392578125","0.8323556184768677"
"module_no_ct_S4","4","198","31.350112915039062","0.8666261434555054"
"module_no_ct_S4","4","199","27.747066497802734","0.780589759349823"
"module_no_sine_S4","4","0","28.714656829833984","0.8171550035476685"
"module_no_sine_S4","4","1","28.342960357666016","0.8016510605812073"
"module_no_sine_S4","4","2","30.81119728088379","0.8574366569519043"
"module_no_sine_S4","4","3","29.982393264770508","0.8597637414932251"
"module_no_sine_S4","4","4","30.548002243041992","0.8511426448822021"
"module_no_sine_S4","4","5","29.306358337402344","0.8076061606407166"
"module_no_sine_S4","4","6","28.984195709228516","0.7942370176315308"
"module_no_sine_S4","4","7","29.90450096130371","0.845072865486145"
"module_no_sine_S4","4","8","28.992511749267578","0.8075165748596191"
"module_no_sine_S4","4","9","29.951061248779297","0.848501443862915"
"module_no_sine_S4","4","10","29.74745750427246","0.8458611369132996"
"module_no_sine_S4","4","11","28.83146095275879","0.813723087310791"
"module_no_sine_S4","4","12","29.453039169311523","0.7541317939758301"
"module_no_sine_S4","4","13","29.409120559692383","0.8359392285346985"
"module_no_sine_S4","4","14","28.42220115661621","0.7989969253540039"
"module_no_sine_S4","4","15","28.46614646911621","0.776515007019043"
"module_no_sine_S4","4","16","30.027742385864258","0.8501817584037781"
"module_no_sine_S4","4","17","30.638561248779297","0.8528832197189331"
"module_no_sine_S4","4","18","28.1595401763916","0.7964763641357422"
"module_no_sine_S4","4","19","28.19823455810547","0.7765243053436279"
"module_no_sine_S4","4","20","28.08960723876953","0.7956100702285767"
"module_no_sine_S4","4","21","29.28643035888672","0.7792924642562866"
"module_no_sine_S4","4","22","29.285371780395508","0.812349796295166"
"module_no_sine_S4","4","23","28.97576904296875","0.8048043251037598"
"module_no_sine_S4","4","24","28.83390235900879","0.8196201920509338"
"module_no_sine_S4","4","25","29.04778480529785","0.8032495975494385"
"module_no_sine_S4","4","26","28.92565155029297","0.824576199054718"
"module_no_sine_S4","4","27","29.061004638671875","0.8016438484191895"
"module_no_sine_S4","4","28","29.332561492919922","0.811456561088562"
"module_no_sine_S4","4","29","29.31127166748047","0.8407864570617676"
"module_no_sine_S4","4","30","30.8482723236084","0.8463972210884094"
"module_no_sine_S4","4","31","29.285757064819336","0.8180585503578186"
"module_no_sine_S4","4","32","29.61631965637207","0.8044257164001465"
"module_no_sine_S4","4","33","29.050874710083008","0.8020673990249634"
"module_no_sine_S4","4","34","29.31005096435547","0.8286044597625732"
"module_no_sine_S4","4","35","28.21702003479004","0.7834023833274841"
"module_no_sine_S4","4","36","29.66250228881836","0.8103637099266052"
"module_no_sine_S4","4","37","29.398622512817383","0.8117578029632568"
"module_no_sine_S4","4","38","29.371746063232422","0.8350788354873657"
"module_no_sine_S4","4","39","28.972843170166016","0.8250676393508911"
"module_no_sine_S4","4","40","29.123151779174805","0.7961342334747314"
"module_no_sine_S4","4","41","28.85709571838379","0.8286465406417847"
"module_no_sine_S4","4","42","30.158435821533203","0.8293988704681396"
"module_no_sine_S4","4","43","28.828908920288086","0.8090444803237915"
"module_no_sine_S4","4","44","30.476627349853516","0.8517032861709595"
"module_no_sine_S4","4","45","29.56996726989746","0.8326175212860107"
"module_no_sine_S4","4","46","28.808515548706055","0.8019404411315918"
"module_no_sine_S4","4","47","29.84134292602539","0.8233693838119507"
"module_no_sine_S4","4","48","29.36157989501953","0.7746926546096802"
"module_no_sine_S4","4","49","28.349220275878906","0.8090999126434326"
"module_no_sine_S4","4","50","28.939409255981445","0.8054103255271912"
"module_no_sine_S4","4","51","29.873985290527344","0.8098382353782654"
"module_no_sine_S4","4","52","28.791553497314453","0.8441860675811768"
"module_no_sine_S4","4","53","29.753572463989258","0.8019907474517822"
"module_no_sine_S4","4","54","29.606245040893555","0.844433605670929"
"module_no_sine_S4","4","55","29.83454704284668","0.8199134469032288"
"module_no_sine_S4","4","56","28.359905242919922","0.8013416528701782"
"module_no_sine_S4","4","57","28.989103317260742","0.8261431455612183"
"module_no_sine_S4","4","58","29.4678955078125","0.8388980627059937"
"module_no_sine_S4","4","59","28.38360023498535","0.7745867967605591"
"module_no_sine_S4","4","60","29.45737075805664","0.825048565864563"
"module_no_sine_S4","4","61","28.814250946044922","0.8434769511222839"
"module_no_sine_S4","4","62","31.143333435058594","0.8541999459266663"
"module_no_sine_S4","4","63","27.924053192138672","0.7882933616638184"
"module_no_sine_S4","4","64","29.474472045898438","0.8306756019592285"
"module_no_sine_S4","4","65","29.858341217041016","0.8151319622993469"
"module_no_sine_S4","4","66","29.452198028564453","0.7694301605224609"
"module_no_sine_S4","4","67","29.60089874267578","0.8102182149887085"
"module_no_sine_S4","4","68","29.3968563079834","0.8162273168563843"
"module_no_sine_S4","4","69","29.06430435180664","0.8054437041282654"
"module_no_sine_S4","4","70","29.513227462768555","0.838302493095398"
"module_no_sine_S4","4","71","29.16133689880371","0.8265610933303833"
"module_no_sine_S4","4","72","28.28894805908203","0.7978236079216003"
"module_no_sine_S4","4","73","29.059696197509766","0.762514054775238"
"module_no_sine_S4","4","74","28.895299911499023","0.8272027373313904"
"module_no_sine_S4","4","75","28.74545669555664","0.7995024919509888"
"module_no_sine_S4","4","76","29.446218490600586","0.7671403288841248"
"module_no_sine_S4","4","77","29.643686294555664","0.833217978477478"
"module_no_sine_S4","4","78","29.374549865722656","0.8315054178237915"
"module_no_sine_S4","4","79","28.498321533203125","0.786576509475708"
"module_no_sine_S4","4","80","29.171634674072266","0.8133224844932556"
"module_no_sine_S4","4","81","30.076339721679688","0.827940046787262"
"module_no_sine_S4","4","82","29.95507049560547","0.8522219657897949"
"module_no_sine_S4","4","83","28.128459930419922","0.7892253398895264"
"module_no_sine_S4","4","84","29.79584503173828","0.8430814743041992"
"module_no_sine_S4","4","85","29.540861129760742","0.8435265421867371"
"module_no_sine_S4","4","86","29.890289306640625","0.8492965698242188"
"module_no_sine_S4","4","87","29.736268997192383","0.8028501272201538"
"module_no_sine_S4","4","88","29.808746337890625","0.8214545845985413"
"module_no_sine_S4","4","89","29.412839889526367","0.8130289316177368"
"module_no_sine_S4","4","90","28.667438507080078","0.7795584201812744"
"module_no_sine_S4","4","91","30.097026824951172","0.8214921951293945"
"module_no_sine_S4","4","92","30.05617904663086","0.8281906843185425"
"module_no_sine_S4","4","93","28.433734893798828","0.7991430163383484"
"module_no_sine_S4","4","94","29.730419158935547","0.8204748034477234"
"module_no_sine_S4","4","95","29.329570770263672","0.7866507768630981"
"module_no_sine_S4","4","96","29.306318283081055","0.8324148654937744"
"module_no_sine_S4","4","97","28.480117797851562","0.7892627716064453"
"module_no_sine_S4","4","98","29.793474197387695","0.8444861173629761"
"module_no_sine_S4","4","99","29.201438903808594","0.833778977394104"
"module_no_sine_S4","4","100","30.074254989624023","0.8679772615432739"
"module_no_sine_S4","4","101","28.853328704833984","0.8070571422576904"
"module_no_sine_S4","4","102","29.689273834228516","0.8440811038017273"
"module_no_sine_S4","4","103","28.871292114257812","0.810210108757019"
"module_no_sine_S4","4","104","29.360933303833008","0.8303937315940857"
"module_no_sine_S4","4","105","29.471771240234375","0.8197745084762573"
"module_no_sine_S4","4","106","30.536413192749023","0.8063283562660217"
"module_no_sine_S4","4","107","29.924724578857422","0.8509730100631714"
"module_no_sine_S4","4","108","28.993627548217773","0.819618821144104"
"module_no_sine_S4","4","109","30.185550689697266","0.8183943033218384"
"module_no_sine_S4","4","110","29.547237396240234","0.8106777667999268"
"module_no_sine_S4","4","111","29.950775146484375","0.8452451229095459"
"module_no_sine_S4","4","112","28.670595169067383","0.8034399151802063"
"module_no_sine_S4","4","113","30.123104095458984","0.8681222200393677"
"module_no_sine_S4","4","114","30.509931564331055","0.8517894148826599"
"module_no_sine_S4","4","115","28.749006271362305","0.7928794622421265"
"module_no_sine_S4","4","116","28.936424255371094","0.770193338394165"
"module_no_sine_S4","4","117","28.648502349853516","0.7781928181648254"
"module_no_sine_S4","4","118","29.781484603881836","0.8473265767097473"
"module_no_sine_S4","4","119","29.46183967590332","0.7738267779350281"
"module_no_sine_S4","4","120","28.892953872680664","0.8197727203369141"
"module_no_sine_S4","4","121","28.426959991455078","0.7994225025177002"
"module_no_sine_S4","4","122","28.494388580322266","0.8047678470611572"
"module_no_sine_S4","4","123","29.2227840423584","0.8300426006317139"
"module_no_sine_S4","4","124","28.10110092163086","0.7885887622833252"
"module_no_sine_S4","4","125","29.003337860107422","0.7679650783538818"
"module_no_sine_S4","4","126","28.91498565673828","0.8095300197601318"
"module_no_sine_S4","4","127","29.643207550048828","0.8453885912895203"
"module_no_sine_S4","4","128","29.644790649414062","0.8419405221939087"
"module_no_sine_S4","4","129","30.150615692138672","0.8218003511428833"
"module_no_sine_S4","4","130","28.688581466674805","0.8026681542396545"
"module_no_sine_S4","4","131","29.564725875854492","0.8207418918609619"
"module_no_sine_S4","4","132","29.67751693725586","0.8506000638008118"
"module_no_sine_S4","4","133","29.049692153930664","0.8403535485267639"
"module_no_sine_S4","4","134","29.789506912231445","0.8333419561386108"
"module_no_sine_S4","4","135","28.225666046142578","0.786258339881897"
"module_no_sine_S4","4","136","29.489734649658203","0.8063525557518005"
"module_no_sine_S4","4","137","28.735660552978516","0.800359308719635"
"module_no_sine_S4","4","138","29.716073989868164","0.8086436986923218"
"module_no_sine_S4","4","139","29.47532844543457","0.8084180355072021"
"module_no_sine_S4","4","140","29.457605361938477","0.8403649926185608"
"module_no_sine_S4","4","141","29.225997924804688","0.8150820136070251"
"module_no_sine_S4","4","142","29.244630813598633","0.7771438956260681"
"module_no_sine_S4","4","143","28.68209457397461","0.8048983812332153"
"module_no_sine_S4","4","144","29.859878540039062","0.8210916519165039"
"module_no_sine_S4","4","145","29.5058536529541","0.8142754435539246"
"module_no_sine_S4","4","146","29.790740966796875","0.8428629636764526"
"module_no_sine_S4","4","147","30.507347106933594","0.8542306423187256"
"module_no_sine_S4","4","148","29.12384033203125","0.8285918831825256"
"module_no_sine_S4","4","149","29.7872371673584","0.8476144075393677"
"module_no_sine_S4","4","150","28.989547729492188","0.8058716654777527"
"module_no_sine_S4","4","151","28.853017807006836","0.8083322048187256"
"module_no_sine_S4","4","152","29.596099853515625","0.7909573316574097"
"module_no_sine_S4","4","153","29.408836364746094","0.8165929317474365"
"module_no_sine_S4","4","154","29.14531707763672","0.7939413189888"
"module_no_sine_S4","4","155","29.049686431884766","0.8100216388702393"
"module_no_sine_S4","4","156","29.198490142822266","0.8120062947273254"
"module_no_sine_S4","4","157","29.390295028686523","0.8384697437286377"
"module_no_sine_S4","4","158","28.357120513916016","0.7987493276596069"
"module_no_sine_S4","4","159","29.61301612854004","0.8375774621963501"
"module_no_sine_S4","4","160","29.28972053527832","0.8250443935394287"
"module_no_sine_S4","4","161","28.294750213623047","0.7891817688941956"
"module_no_sine_S4","4","162","28.91422462463379","0.8250764608383179"
"module_no_sine_S4","4","163","29.881427764892578","0.8513506054878235"
"module_no_sine_S4","4","164","29.491477966308594","0.8379295468330383"
"module_no_sine_S4","4","165","28.48314094543457","0.7961082458496094"
"module_no_sine_S4","4","166","28.534076690673828","0.8044934272766113"
"module_no_sine_S4","4","167","28.967670440673828","0.8046779632568359"
"module_no_sine_S4","4","168","29.358993530273438","0.7967107892036438"
"module_no_sine_S4","4","169","28.687965393066406","0.8213438987731934"
"module_no_sine_S4","4","170","28.22293472290039","0.8024734854698181"
"module_no_sine_S4","4","171","29.82369613647461","0.8108407258987427"
"module_no_sine_S4","4","172","29.175643920898438","0.826472282409668"
"module_no_sine_S4","4","173","28.273178100585938","0.7523653507232666"
"module_no_sine_S4","4","174","29.119277954101562","0.839678943157196"
"module_no_sine_S4","4","175","29.866323471069336","0.8029558658599854"
"module_no_sine_S4","4","176","28.732118606567383","0.7988171577453613"
"module_no_sine_S4","4","177","28.249351501464844","0.7965364456176758"
"module_no_sine_S4","4","178","29.770126342773438","0.8501511812210083"
"module_no_sine_S4","4","179","28.60761260986328","0.7957881689071655"
"module_no_sine_S4","4","180","29.104108810424805","0.8150820136070251"
"module_no_sine_S4","4","181","28.911333084106445","0.780910849571228"
"module_no_sine_S4","4","182","28.9846248626709","0.8278907537460327"
"module_no_sine_S4","4","183","29.52344512939453","0.8119540214538574"
"module_no_sine_S4","4","184","28.97247314453125","0.7715486288070679"
"module_no_sine_S4","4","185","28.753854751586914","0.809326171875"
"module_no_sine_S4","4","186","28.699100494384766","0.8127602338790894"
"module_no_sine_S4","4","187","28.778993606567383","0.8062136173248291"
"module_no_sine_S4","4","188","28.239761352539062","0.7911219596862793"
"module_no_sine_S4","4","189","28.630868911743164","0.8045117855072021"
"module_no_sine_S4","4","190","29.455413818359375","0.8107367157936096"
"module_no_sine_S4","4","191","28.838096618652344","0.7871305346488953"
"module_no_sine_S4","4","192","29.44861602783203","0.8146802186965942"
"module_no_sine_S4","4","193","29.49089813232422","0.7979816794395447"
"module_no_sine_S4","4","194","28.96051788330078","0.806073784828186"
"module_no_sine_S4","4","195","29.498689651489258","0.8432720303535461"
"module_no_sine_S4","4","196","28.827312469482422","0.8233309984207153"
"module_no_sine_S4","4","197","28.27936553955078","0.7950814366340637"
"module_no_sine_S4","4","198","29.01394271850586","0.8091508150100708"
"module_no_sine_S4","4","199","29.071147918701172","0.817408561706543"
"module_no_ct_S8","8","0","29.399765014648438","0.8130789399147034"
"module_no_ct_S8","8","1","28.859350204467773","0.7964748740196228"
"module_no_ct_S8","8","2","31.544315338134766","0.8601759076118469"
"module_no_ct_S8","8","3","30.486865997314453","0.8488473892211914"
"module_no_ct_S8","8","4","31.58234405517578","0.8598613142967224"
"module_no_ct_S8","8","5","29.70076560974121","0.8161149621009827"
"module_no_ct_S8","8","6","29.975004196166992","0.786542534828186"
"module_no_ct_S8","8","7","30.398052215576172","0.8509781360626221"
"module_no_ct_S8","8","8","29.15591049194336","0.8104740381240845"
"module_no_ct_S8","8","9","30.608245849609375","0.8468732237815857"
"module_no_ct_S8","8","10","30.70561408996582","0.8577423691749573"
"module_no_ct_S8","8","11","29.14611053466797","0.8016438484191895"
"module_no_ct_S8","8","12","29.98611831665039","0.759728193283081"
"module_no_ct_S8","8","13","30.032955169677734","0.8367913961410522"
"module_no_ct_S8","8","14","28.43893814086914","0.7858322262763977"
"module_no_ct_S8","8","15","28.92306900024414","0.7760632038116455"
"module_no_ct_S8","8","16","30.411579132080078","0.8432391881942749"
"module_no_ct_S8","8","17","31.34234619140625","0.8514917492866516"
"module_no_ct_S8","8","18","27.750308990478516","0.774052083492279"
"module_no_ct_S8","8","19","28.624553680419922","0.7768697738647461"
"module_no_ct_S8","8","20","29.20692253112793","0.7897646427154541"
"module_no_ct_S8","8","21","30.71105194091797","0.8145627975463867"
"module_no_ct_S8","8","22","29.65746307373047","0.822319746017456"
"module_no_ct_S8","8","23","27.732688903808594","0.7597107291221619"
"module_no_ct_S8","8","24","29.135547637939453","0.8101752996444702"
"module_no_ct_S8","8","25","29.586402893066406","0.7974454164505005"
"module_no_ct_S8","8","26","29.589580535888672","0.8239387273788452"
"module_no_ct_S8","8","27","29.60826873779297","0.7897643446922302"
"module_no_ct_S8","8","28","29.228618621826172","0.8251165151596069"
"module_no_ct_S8","8","29","28.912395477294922","0.8206052184104919"
"module_no_ct_S8","8","30","31.881092071533203","0.856346070766449"
"module_no_ct_S8","8","31","29.786184310913086","0.8142954707145691"
"module_no_ct_S8","8","32","29.936161041259766","0.7896730303764343"
"module_no_ct_S8","8","33","29.4649658203125","0.7942821979522705"
"module_no_ct_S8","8","34","28.25485610961914","0.7959116697311401"
"module_no_ct_S8","8","35","28.86383056640625","0.7831456661224365"
"module_no_ct_S8","8","36","30.39739418029785","0.8307885527610779"
"module_no_ct_S8","8","37","30.02631378173828","0.8364510536193848"
"module_no_ct_S8","8","38","29.75583839416504","0.8325674533843994"
"module_no_ct_S8","8","39","28.8990421295166","0.8069610595703125"
"module_no_ct_S8","8","40","29.951763153076172","0.7863689064979553"
"module_no_ct_S8","8","41","29.560340881347656","0.8228816986083984"
"module_no_ct_S8","8","42","30.869876861572266","0.834930956363678"
"module_no_ct_S8","8","43","29.25394058227539","0.8193178772926331"
"module_no_ct_S8","8","44","31.288219451904297","0.852039098739624"
"module_no_ct_S8","8","45","28.717487335205078","0.8037810325622559"
