scheduler,sparse_factor,seed,epoch,train_loss,val_psnr,val_ssim,lr_used,lr_next,best_val_psnr,is_best,epoch_seconds
plateau,12,2026,47,0.0006060074961527115,30.834948205947875,0.8532691502571106,0.0001,0.0001,30.834948205947875,1,214.8146653175354
plateau,12,2026,48,0.0005937292019174738,30.910890102386475,0.8529683327674866,0.0001,0.0001,30.910890102386475,1,214.79267406463623
plateau,12,2026,49,0.0005867373592753054,30.90078999519348,0.8529699546098709,0.0001,0.0001,30.910890102386475,0,214.1005415916443
plateau,12,2026,50,0.0005798138796233254,30.727119150161744,0.8528088307380677,0.0001,0.0001,30.910890102386475,0,214.0863778591156
plateau,12,2026,51,0.0005730993894547091,30.965114641189576,0.8542810714244843,0.0001,0.0001,30.965114641189576,1,214.18035674095154
plateau,12,2026,52,0.0005569443095096977,31.062384405136108,0.8558527499437332,0.0001,0.0001,31.062384405136108,1,215.00191712379456
plateau,12,2026,53,0.0005469410445332729,31.016806373596193,0.855827060341835,0.0001,0.0001,31.062384405136108,0,215.51671385765076
plateau,12,2026,54,0.0005411193153994465,31.104311456680296,0.85747907102108,0.0001,0.0001,31.104311456680296,1,215.34097599983215
plateau,12,2026,55,0.0005381522347674485,31.151637849807738,0.8573114991188049,0.0001,0.0001,31.151637849807738,1,215.08896398544312
plateau,12,2026,56,0.0005362573093281228,31.09872078895569,0.8588928341865539,0.0001,0.0001,31.151637849807738,0,215.71579837799072
plateau,12,2026,57,0.0005359804346152033,30.942065601348876,0.8596366178989411,0.0001,0.0001,31.151637849807738,0,214.5026614665985
plateau,12,2026,58,0.0005271123577875507,31.248461446762086,0.8612087005376816,0.0001,0.0001,31.248461446762086,1,215.40021109580994
plateau,12,2026,59,0.0005201761510414124,31.257808418273925,0.8612525165081024,0.0001,0.0001,31.257808418273925,1,218.43073272705078
plateau,12,2026,60,0.0005100621423384956,31.389131116867066,0.8626343917846679,0.0001,0.0001,31.389131116867066,1,219.32042002677917
plateau,12,2026,61,0.0004987984039813754,31.367030029296874,0.8631410825252533,0.0001,0.0001,31.389131116867066,0,216.87170433998108
plateau,12,2026,62,0.0004976145842039351,31.258639059066773,0.8633891636133194,0.0001,0.0001,31.389131116867066,0,215.87158298492432
plateau,12,2026,63,0.000496337851374288,31.117415809631346,0.8645712512731553,0.0001,0.0001,31.389131116867066,0,215.54395294189453
plateau,12,2026,64,0.0004914741324825903,31.236930112838746,0.8655854618549347,0.0001,0.0001,31.389131116867066,0,215.58194017410278
plateau,12,2026,65,0.0004856041162244257,31.394318208694457,0.8658511030673981,0.0001,0.0001,31.394318208694457,1,215.68733882904053
plateau,12,2026,66,0.00047827858971832984,31.457291717529298,0.8662802451848983,0.0001,0.0001,31.457291717529298,1,215.86204266548157
plateau,12,2026,67,0.0004704628100057136,31.478959445953368,0.8666605871915817,0.0001,0.0001,31.478959445953368,1,215.02710556983948
plateau,12,2026,68,0.0004657514614387928,31.571887912750245,0.8671763128042221,0.0001,0.0001,31.571887912750245,1,215.2276873588562
plateau,12,2026,69,0.0004617859216904868,31.601792936325072,0.8680957543849945,0.0001,0.0001,31.601792936325072,1,215.18311500549316
plateau,12,2026,70,0.0004567246283936464,31.65768918991089,0.8683289879560471,0.0001,0.0001,31.65768918991089,1,214.3686122894287
plateau,12,2026,71,0.00045993530792306256,31.67390712738037,0.8691934317350387,0.0001,0.0001,31.67390712738037,1,214.83892679214478
plateau,12,2026,72,0.0004555723004868038,31.728373470306398,0.870035747885704,0.0001,0.0001,31.728373470306398,1,215.46793675422668
plateau,12,2026,73,0.00044670378028899987,31.55019392967224,0.8703773260116577,0.0001,0.0001,31.728373470306398,0,214.92602920532227
plateau,12,2026,74,0.00044342849396207556,31.756891708374024,0.8708635371923447,0.0001,0.0001,31.756891708374024,1,215.14013195037842
plateau,12,2026,75,0.00044304357705575025,31.711417999267578,0.87005146920681,0.0001,0.0001,31.756891708374024,0,215.40789341926575
plateau,12,2026,76,0.00044658635330930603,31.749876499176025,0.8699564963579178,0.0001,0.0001,31.756891708374024,0,215.6371705532074
plateau,12,2026,77,0.0004435184389685912,31.62286011695862,0.868960582613945,0.0001,0.0001,31.756891708374024,0,215.9486346244812
plateau,12,2026,78,0.00043248156856698393,31.71722322463989,0.8715470439195633,0.0001,0.0001,31.756891708374024,0,215.1316590309143
plateau,12,2026,79,0.00042500394849500825,31.7807488822937,0.8723602676391602,0.0001,0.0001,31.7807488822937,1,215.1500813961029
plateau,12,2026,80,0.0004205165812632327,31.849810934066774,0.8729809230566025,0.0001,0.0001,31.849810934066774,1,214.75667119026184
plateau,12,2026,81,0.0004196356405257265,31.885292987823487,0.8732275515794754,0.0001,0.0001,31.885292987823487,1,215.56284284591675
plateau,12,2026,82,0.00041779196006463916,31.92893093109131,0.8741486370563507,0.0001,0.0001,31.92893093109131,1,215.42403602600098
plateau,12,2026,83,0.00041469305107101433,31.91288477897644,0.8743390798568725,0.0001,0.0001,31.92893093109131,0,215.24928617477417
plateau,12,2026,84,0.00041457551890331906,31.813407335281372,0.874147612452507,0.0001,0.0001,31.92893093109131,0,215.63416481018066
plateau,12,2026,85,0.0004134753225515126,31.846240091323853,0.8748900485038758,0.0001,0.0001,31.92893093109131,0,216.77612257003784
plateau,12,2026,86,0.00040636793699391077,31.855077657699585,0.8750951421260834,0.0001,0.0001,31.92893093109131,0,215.05516052246094
plateau,12,2026,87,0.00040558526806501943,31.830966968536377,0.8734236866235733,0.0001,0.0001,31.92893093109131,0,215.31089234352112
plateau,12,2026,88,0.0004047768762551443,31.961718702316283,0.8745363742113114,0.0001,0.0001,31.961718702316283,1,215.0893816947937
plateau,12,2026,89,0.0004021567998851618,31.985271873474122,0.8741693586111069,0.0001,0.0001,31.985271873474122,1,217.37333250045776
plateau,12,2026,90,0.00040242368260996715,32.077550668716434,0.8740830755233765,0.0001,0.0001,32.077550668716434,1,217.21868300437927
plateau,12,2026,91,0.0004083051227211031,32.02630697250366,0.8747491550445556,0.0001,0.0001,32.077550668716434,0,217.15125107765198
plateau,12,2026,92,0.00040500749102907,31.976510944366456,0.8768729478120804,0.0001,0.0001,32.077550668716434,0,216.53768587112427
plateau,12,2026,93,0.00039426708063773446,32.191887865066526,0.876348540186882,0.0001,0.0001,32.191887865066526,1,215.62316012382507
plateau,12,2026,94,0.00038531299599591114,32.188919382095335,0.8758548372983932,0.0001,0.0001,32.191887865066526,0,216.62849712371826
plateau,12,2026,95,0.0003797226835173914,32.18662460327148,0.8758425068855286,0.0001,0.0001,32.191887865066526,0,216.66258215904236
plateau,12,2026,96,0.0003762094211639934,32.20856909751892,0.8763616621494293,0.0001,0.0001,32.20856909751892,1,217.10075759887695
plateau,12,2026,97,0.00037436281898353696,32.221000308990476,0.8772424495220185,0.0001,0.0001,32.221000308990476,1,216.70049905776978
plateau,12,2026,98,0.00037286288102989326,32.2469367313385,0.8775240856409073,0.0001,0.0001,32.2469367313385,1,217.01120162010193
plateau,12,2026,99,0.00037089429864632,32.2373025226593,0.8789871454238891,0.0001,0.0001,32.2469367313385,0,216.31811141967773
