scheduler,sparse_factor,seed,epoch,train_loss,val_psnr,val_ssim,lr_used,lr_next,best_val_psnr,is_best,epoch_seconds
step,12,2026,0,0.054898040717962976,19.29406421661377,0.47956868171691897,0.0001,0.0001,19.29406421661377,1,339.08538603782654
step,12,2026,1,0.008708204206407126,20.853255949020387,0.569157874584198,0.0001,0.0001,20.853255949020387,1,370.2737567424774
step,12,2026,2,0.006707228469916999,21.93358913421631,0.6009402149915695,0.0001,0.0001,21.93358913421631,1,435.7247357368469
step,12,2026,3,0.005092485050918458,23.179307050704956,0.6392763268947601,0.0001,0.0001,23.179307050704956,1,294.4416387081146
step,12,2026,4,0.003997425214310738,23.95308416366577,0.6812688273191452,0.0001,0.0001,23.95308416366577,1,222.462952375412
step,12,2026,5,0.003472140947904452,24.40222563743591,0.7003386914730072,0.0001,0.0001,24.40222563743591,1,221.45431780815125
step,12,2026,6,0.0031533697075018666,24.807773923873903,0.7135375082492829,0.0001,0.0001,24.807773923873903,1,223.16501998901367
step,12,2026,7,0.002885565722853029,25.21030737876892,0.7250967669487,0.0001,0.0001,25.21030737876892,1,293.13010120391846
step,12,2026,8,0.0026271581315794744,25.617006368637085,0.7354757332801819,0.0001,0.0001,25.617006368637085,1,223.2625105381012
step,12,2026,9,0.0023881265229095568,26.021397619247438,0.7452038878202438,0.0001,3.3e-05,26.021397619247438,1,215.2226037979126
step,12,2026,10,0.0021368219235507347,26.375595092773438,0.7514931207895279,3.3e-05,3.3e-05,26.375595092773438,1,222.47522473335266
step,12,2026,11,0.0020440095529389263,26.528464059829712,0.7563291853666305,3.3e-05,3.3e-05,26.528464059829712,1,223.0545036792755
step,12,2026,12,0.0019599650748865854,26.67229383468628,0.7592862153053284,3.3e-05,3.3e-05,26.67229383468628,1,222.92221236228943
step,12,2026,13,0.0018801504969753826,26.80877923965454,0.7623830258846283,3.3e-05,3.3e-05,26.80877923965454,1,223.21039199829102
step,12,2026,14,0.001804892055922247,26.976867895126343,0.7659686875343322,3.3e-05,3.3e-05,26.976867895126343,1,223.00644636154175
step,12,2026,15,0.0017338432639764014,27.14143367767334,0.7683361649513245,3.3e-05,3.3e-05,27.14143367767334,1,222.75361919403076
step,12,2026,16,0.0016673455827552058,27.285853624343872,0.771881018280983,3.3e-05,3.3e-05,27.285853624343872,1,223.15262484550476
step,12,2026,17,0.0016062344131862207,27.407862424850464,0.7725142258405685,3.3e-05,3.3e-05,27.407862424850464,1,222.49835324287415
step,12,2026,18,0.0015498704786241501,27.528204917907715,0.7762810456752777,3.3e-05,3.3e-05,27.528204917907715,1,222.8370680809021
step,12,2026,19,0.0014984650831244021,27.644898347854614,0.7803041285276413,3.3e-05,1.089e-05,27.644898347854614,1,223.0094563961029
step,12,2026,20,0.0014302896875068407,27.80703763961792,0.7854410481452941,1.089e-05,1.089e-05,27.80703763961792,1,220.6720471382141
step,12,2026,21,0.00140416725257007,27.856309843063354,0.7863543957471848,1.089e-05,1.089e-05,27.856309843063354,1,222.89435982704163
