view,num_samples,pred_psnr,pred_ssim,pred_rmse,pred_mae,fbp_psnr,fbp_ssim,fbp_rmse,fbp_mae,avg_infer_time_sec,ckpt
90,200,35.68982890737744,0.9185412586936321,0.016483739018440247,0.010919918287545443,15.242084186367974,0.22769377940964916,0.17320214308798312,0.14081916015595197,0.32720292687416075,results_paper_S4/models/view_090/best_val_psnr.pth.tar
