view,index,pred_psnr,pred_ssim,pred_rmse,pred_mae,fbp_psnr,fbp_ssim,fbp_rmse,fbp_mae
90,0,35.12047164202595,0.9098613467308068,0.017537852749228477,0.011923402547836304,15.678216137472461,0.25518306027976906,0.16447094082832336,0.13090692460536957
90,1,34.95946699565869,0.9033413567652998,0.017865970730781555,0.012148809619247913,15.343300362850842,0.2509513715809483,0.17093656957149506,0.1370067596435547
90,2,36.76618664432596,0.9392552304098131,0.014510776847600937,0.009268321096897125,15.818332709658925,0.20956564647397563,0.1618390530347824,0.13191020488739014
90,3,37.35708919223649,0.9415145515853932,0.013556436635553837,0.008952540345489979,15.978701277166818,0.263673958895116,0.15887843072414398,0.12513260543346405
90,4,37.06799688367896,0.9409295975943558,0.014015228487551212,0.009002232924103737,15.757901945660615,0.20208774361358417,0.1629689633846283,0.1327836662530899
90,5,35.720036241636045,0.9260341959282228,0.016368094831705093,0.010265088640153408,14.712246216217878,0.23424939827400795,0.18381786346435547,0.15200765430927277
90,6,36.01216069297401,0.9068051813957727,0.0158267579972744,0.011146778240799904,15.30009046367038,0.23809219967393092,0.1717890352010727,0.14021214842796326
90,7,37.032522084107235,0.9414981556592872,0.014072585850954056,0.00920721422880888,15.83415715123869,0.23095177330539912,0.16154448688030243,0.12751029431819916
90,8,35.81399867552811,0.9317425641890501,0.016191983595490456,0.010090618394315243,14.707613243373213,0.2323893374111881,0.18391592800617218,0.15107537806034088
90,9,36.22464813498308,0.9320432029640598,0.015444277785718441,0.010025960393249989,15.458138124701676,0.21660813823935457,0.1686914563179016,0.13431617617607117
90,10,36.78217144649335,0.9412175664348474,0.014484096318483353,0.009321070276200771,15.698698147218765,0.21748351509148592,0.1640835702419281,0.1296006590127945
90,11,35.216408655648124,0.9147236338952384,0.017345210537314415,0.011426171287894249,15.163424940105356,0.23084353155273682,0.17451338469982147,0.1430145800113678
90,12,35.632025822107956,0.8915914638370831,0.01653479039669037,0.012004063464701176,14.49162167206018,0.2256237489232863,0.18854670226573944,0.16101889312267303
90,13,35.98958011222897,0.9228173542732698,0.01586795598268509,0.010638060048222542,15.65013814146797,0.24594424701879056,0.1650034785270691,0.13021838665008545
90,14,34.9007861296901,0.9074548587372702,0.0179870817810297,0.01206235121935606,14.616364920434384,0.20128775880246805,0.18585819005966187,0.15339888632297516
90,15,34.27378157958175,0.8885811827986074,0.01933351904153824,0.01318211667239666,14.819178248893444,0.22570169301297224,0.18156872689723969,0.15087802708148956
