view,num_samples,pred_psnr,pred_ssim,pred_rmse,pred_mae,fbp_psnr,fbp_ssim,fbp_rmse,fbp_mae,avg_infer_time_sec,ckpt
30,200,22.730804393370164,0.6749776091582547,0.07320444090291858,0.04780413569882512,12.365739026454962,0.12277592716808738,0.24093369707465173,0.1839599273353815,0.22433567762374879,results/models/view_030/epoch_019_iter_001799.pth.tar
